School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City,IsPreK,IsElementary,IsMiddle,IsHigh,Normalized Test Scores,Normalized Academic Progress,Normalized Equity Scores,Composite Score,Score Category,Private,Public District,Public Charter,lat,lon
Mission Elementary School,"10568 California Street, Redlands, CA, 92373",5,5.0,6.0,3.0,"['Elementary school', 'Public district']",5.0,,https://www.greatschools.org/california/redlands/25661-Mission-Elementary-School/,Redlands,False,True,False,False,0.6,0.5,0.3,5.0,Average,False,False,True,34.0388633288662,-117.19209299771032
Judson & Brown Elementary School,"1401 East Pennsylvania Avenue, Redlands, CA, 92374",5,5.0,6.0,4.0,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/redlands/17087-Judson--Brown-Elementary-School/reviews/,https://www.greatschools.org/california/redlands/17087-Judson--Brown-Elementary-School/,Redlands,False,True,False,False,0.6,0.5,0.4,6.0,Average,False,False,True,34.06775748108021,-117.21638247396494
Crafton Elementary School,"311 Wabash Avenue, Redlands, CA, 92374",5,4.0,7.0,5.0,"['Elementary school', 'Public district']",4.0,https://www.greatschools.org/california/redlands/5203-Crafton-Elementary-School/reviews/,https://www.greatschools.org/california/redlands/5203-Crafton-Elementary-School/,Redlands,False,True,False,False,0.7,0.4,0.5,6.0,Average,False,False,True,34.07336595,-117.18155070023366
Franklin Elementary School,"850 East Colton Avenue, Redlands, CA, 92374",5,7.0,4.0,3.0,"['Elementary school', 'Public district']",3.1,https://www.greatschools.org/california/redlands/5206-Franklin-Elementary-School/reviews/,https://www.greatschools.org/california/redlands/5206-Franklin-Elementary-School/,Redlands,False,True,False,False,0.4,0.7,0.3,5.0,Average,False,False,True,34.062929,-117.2261395
Gorman Learning Center,"1826 Orange Tree Lane, Redlands, CA, 92374",4,4.0,5.0,3.0,"['Elementary school', 'Middle school', 'High school', 'Public charter']",4.2,https://www.greatschools.org/california/redlands/10940-Gorman-Learning-Center/reviews/,https://www.greatschools.org/california/redlands/10940-Gorman-Learning-Center/,Redlands,False,True,True,True,0.5,0.4,0.3,5.0,Average,False,True,False,,
Lugonia Elementary School,"202 East Pennsylvania Avenue, Redlands, CA, 92374",3,4.0,3.0,2.0,"['Elementary school', 'Public district']",2.4,,https://www.greatschools.org/california/redlands/5209-Lugonia-Elementary-School/,Redlands,False,True,False,False,0.3,0.4,0.2,4.0,Below Average,False,False,True,34.0388633288662,-117.19209299771032
Westside Christian School,"1495 West Olive Avenue, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Private']",4.3,https://www.greatschools.org/california/redlands/21472-Westside-Christian-School/reviews/,https://www.greatschools.org/california/redlands/21472-Westside-Christian-School/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.049719167702406,-117.18783176974729
Kindercare Learning Center,"1609 Calvary Circle, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/redlands/21477-Kindercare-Learning-Center/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.0693878,-117.1720967
Orange Grove Academy,"11122 Walnut Street, Redlands, CA, 92374",3,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/redlands/26222-Orange-Grove-Academy/,Redlands,False,True,True,True,,,,,Data Not Available,True,False,False,34.0418346,-117.20155187671908
Ymca Pre-School Univ,"800 East Lugonia Avenue, Redlands, CA, 92374",3,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/redlands/28493-Ymca-Pre-School-Univ/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,,
Ymca Lugonia School Age Site,"202 East Pennsylvania Avenue, Redlands, CA, 92374",3,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/redlands/29189-Ymca-Lugonia-School-Age-Site/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.0590331,-117.2229126
Ymca Smiley School Age Site,"1210 West Cypress Avenue, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/redlands/29190-Ymca-Smiley-School-Age-Site/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.05217747490673,-117.20010556892838
Ymca Kimberly School Age Site,"301 West South Avenue, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/redlands/29191-Ymca-Kimberly-School-Age-Site/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.0765205,-117.21226234829501
Ymca Cram School Age Site,"800 East Lugonia Avenue, Redlands, CA, 92374",3,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/redlands/29192-Ymca-Cram-School-Age-Site/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.0480106,-117.20959799138112
Target Community Schools,"940 Stillman Ave, Redlands, CA, 92374",3,,,,"['Elementary school', 'Middle school', 'Private']",,,https://www.greatschools.org/california/redlands/10145-Target-Community-Schools/,Redlands,False,True,True,False,,,,,Data Not Available,True,False,False,34.06154525829826,-117.16944691829919
Kindercare Learning Center-Commerce,"10451 Commerce Street, Redlands, CA, 92374",3,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/redlands/13011-Kindercare-Learning-Center-Commerce/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.0331833,-117.1667886
Redlands Adult,"820 West Stuart Avenue, Redlands, CA, 92374",3,,,,"['Elementary school', 'Middle school', 'High school', 'Public district']",,,https://www.greatschools.org/california/redlands/13765-Redlands-Adult/,Redlands,False,True,True,True,,,,,Data Not Available,False,False,True,34.0525514,-117.2167742
Target Community Schools,"940 Stillman Avenue, Redlands, CA, 92374",3,,,,"['Elementary school', 'Middle school', 'Private']",,,https://www.greatschools.org/california/redlands/15328-Target-Community-Schools/,Redlands,False,True,True,False,,,,,Data Not Available,True,False,False,34.053559,-117.181204
Citrus Valley Christian Academy,"2015 West Park Avenue, Redlands, CA, 92373",3,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/redlands/16457-Citrus-Valley-Christian-Academy/,Redlands,False,True,True,True,,,,,Data Not Available,True,False,False,34.0741752,-117.1549622227172
Roads To Learning,"16 Dale Lane, Redlands, CA, 92373",3,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/redlands/16500-Roads-To-Learning/,Redlands,False,True,True,True,,,,,Data Not Available,True,False,False,,
Arrowhead Christian Academy,"105 Tennessee Street, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Middle school', 'High school', 'Private']",4.8,https://www.greatschools.org/california/redlands/9248-Arrowhead-Christian-Academy/reviews/,https://www.greatschools.org/california/redlands/9248-Arrowhead-Christian-Academy/,Redlands,True,True,True,True,,,,,Data Not Available,True,False,False,34.06154525829826,-117.16944691829919
Packinghouse Christian Academy,"27165 San Bernardino Avenue, Redlands, CA, 92374",3,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",4.6,https://www.greatschools.org/california/redlands/9533-Packinghouse-Christian-Academy/reviews/,https://www.greatschools.org/california/redlands/9533-Packinghouse-Christian-Academy/,Redlands,False,True,True,True,,,,,Data Not Available,True,False,False,34.05046188820009,-117.17075628104715
Phase3 Lab School,"1 East Olive Avenue, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Private']",5.0,,https://www.greatschools.org/california/redlands/33582-Phase3-Lab-School/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.05261706186333,-117.19991125978
Redlands Christian School,"1145 Church Street, Redlands, CA, 92374",3,,,,"['Pre-K', 'Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/redlands/33591-Redlands-Christian-School/,Redlands,True,True,True,True,,,,,Data Not Available,True,False,False,34.0518911,-117.1825063
Sacred Heart Academy,"215 South Eureka Street, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.5,https://www.greatschools.org/california/redlands/8350-Sacred-Heart-Academy/reviews/,https://www.greatschools.org/california/redlands/8350-Sacred-Heart-Academy/,Redlands,True,True,True,False,,,,,Data Not Available,True,False,False,,
Montessori In Redlands School,"1890 Orange Avenue, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Private']",3.3,https://www.greatschools.org/california/redlands/8467-Montessori-In-Redlands-School/reviews/,https://www.greatschools.org/california/redlands/8467-Montessori-In-Redlands-School/,Redlands,True,True,False,False,,,,,Data Not Available,True,False,False,34.0316995,-117.1558058
Redlands Christian,"1145 North Church Street, Redlands, CA, 92374",3,,,,"['Elementary school', 'Middle school', 'Private']",4.4,https://www.greatschools.org/california/redlands/8661-Redlands-Christian/reviews/,https://www.greatschools.org/california/redlands/8661-Redlands-Christian/,Redlands,False,True,True,False,,,,,Data Not Available,True,False,False,34.0534843,-117.2164782
Hope Christian School,"1309 East Brockton Avenue, Redlands, CA, 92374",3,,,,"['Elementary school', 'Middle school', 'Private']",4.0,,https://www.greatschools.org/california/redlands/8780-Hope-Christian-School/,Redlands,False,True,True,False,,,,,Data Not Available,True,False,False,34.048782450000004,-117.19572954542944
Valley Preparatory School,"1605 Ford Street, Redlands, CA, 92373",3,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.3,https://www.greatschools.org/california/redlands/8963-Valley-Preparatory-School/reviews/,https://www.greatschools.org/california/redlands/8963-Valley-Preparatory-School/,Redlands,True,True,True,False,,,,,Data Not Available,True,False,False,34.040675,-117.188833
Pathway Christian,"615 East Cypress Avenue, Redlands, CA, 92374",3,,,,"['Elementary school', 'Private']",,,https://www.greatschools.org/california/redlands/8964-Pathway-Christian/,Redlands,False,True,False,False,,,,,Data Not Available,True,False,False,34.05194859394403,-117.1509064484295
Redlands Adventist Academy,"130 Tennessee Street, Redlands, CA, 92373",3,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",4.8,https://www.greatschools.org/california/redlands/9046-Redlands-Adventist-Academy/reviews/,https://www.greatschools.org/california/redlands/9046-Redlands-Adventist-Academy/,Redlands,False,True,True,True,,,,,Data Not Available,True,False,False,34.0693878,-117.1720967
Grove School,"200 Nevada Street, Redlands, CA, 92373",8,6.0,9.0,,"['Middle school', 'High school', 'Public charter']",2.8,https://www.greatschools.org/california/redlands/12026-Grove-School/reviews/,https://www.greatschools.org/california/redlands/12026-Grove-School/,Redlands,False,False,True,True,0.9,0.6,,8.0,Above Average,False,True,False,34.05988237344944,-117.19147458101843
Clement Middle School,"501 East Pennsylvania Avenue, Redlands, CA, 92374",6,7.0,6.0,4.0,"['Middle school', 'Public district']",3.7,https://www.greatschools.org/california/redlands/5201-Clement-Middle-School/reviews/,https://www.greatschools.org/california/redlands/5201-Clement-Middle-School/,Redlands,False,False,True,False,0.6,0.7,0.4,6.0,Average,False,False,True,34.0547584,-117.1714329
Cope Middle School,"1000 West Cypress Avenue, Redlands, CA, 92373",6,6.0,7.0,4.0,"['Middle school', 'Public district']",3.1,https://www.greatschools.org/california/redlands/5202-Cope-Middle-School/reviews/,https://www.greatschools.org/california/redlands/5202-Cope-Middle-School/,Redlands,False,False,True,False,0.7,0.6,0.4,6.0,Average,False,False,True,34.0682667,-117.20498879546783
Moore Middle School,"1550 East Highland Avenue, Redlands, CA, 92374",5,5.0,7.0,3.0,"['Middle school', 'Public district']",4.1,https://www.greatschools.org/california/redlands/5213-Moore-Middle-School/reviews/,https://www.greatschools.org/california/redlands/5213-Moore-Middle-School/,Redlands,False,False,True,False,0.7,0.5,0.3,6.0,Average,False,False,True,34.0534843,-117.2164782
Grove,"200 Nevada Street, Redlands, CA, 92373",5,,,,"['Middle school', 'High school', 'Public charter']",,,https://www.greatschools.org/california/redlands/31836-Grove/,Redlands,False,False,True,True,,,,,Data Not Available,False,True,False,34.081938,-117.19448199888343
Citrus Valley High School,"800 West Pioneer Avenue, Redlands, CA, 92374",8,,9.0,7.0,"['High school', 'Public district']",4.6,https://www.greatschools.org/california/redlands/25001-Citrus-Valley-High-School/reviews/,https://www.greatschools.org/california/redlands/25001-Citrus-Valley-High-School/,Redlands,False,False,False,True,0.9,,0.7,8.0,Above Average,False,False,True,34.067303442198686,-117.17390472632893
Redlands Senior High School,"840 East Citrus Avenue, Redlands, CA, 92374",8,,9.0,7.0,"['High school', 'Public district']",4.6,,https://www.greatschools.org/california/redlands/5216-Redlands-Senior-High-School/,Redlands,False,False,False,True,0.9,,0.7,8.0,Above Average,False,False,True,34.0628,-117.1287
Redlands East Valley High School,"31000 East Colton Avenue, Redlands, CA, 92374",6,,7.0,5.0,"['High school', 'Public district']",3.7,https://www.greatschools.org/california/redlands/5215-Redlands-East-Valley-High-School/reviews/,https://www.greatschools.org/california/redlands/5215-Redlands-East-Valley-High-School/,Redlands,False,False,False,True,0.7,,0.5,6.0,Average,False,False,True,34.06720445,-117.15888238260308
Orangewood High (Continuation) School,"515 Texas Street, Redlands, CA, 92374",2,,3.0,3.0,"['High school', 'Public district']",5.0,,https://www.greatschools.org/california/redlands/5214-Orangewood-High-Continuation-School/,Redlands,False,False,False,True,0.3,,0.3,4.0,Below Average,False,False,True,34.073758210461094,-117.17703895574992
Colton-Redlands-Yucaipa Rop School,"1214 Indiana Court, Redlands, CA, 92374",2,,,,"['High school', 'Public district']",,,https://www.greatschools.org/california/redlands/14989-Colton-Redlands-Yucaipa-Rop-School/,Redlands,False,False,False,True,,,,,Data Not Available,False,False,True,,
Oxford Preparatory Academy - South Orange County,"23000 Via Santa Maria, Mission Viejo, CA, 92691",9,7.0,10.0,10.0,"['Elementary school', 'Middle school', 'Public charter']",4.3,https://www.greatschools.org/california/mission-viejo/25684-Oxford-Preparatory-Academy---South-Orange-County/reviews/,https://www.greatschools.org/california/mission-viejo/25684-Oxford-Preparatory-Academy---South-Orange-County/,Mission Viejo,False,True,True,False,1.0,0.7,1.0,9.0,Above Average,False,True,False,33.6077794,-117.68109644261935
Bathgate Elementary School,"27642 Napoli Way, Mission Viejo, CA, 92692",9,8.0,9.0,9.0,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/mission-viejo/3641-Bathgate-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3641-Bathgate-Elementary-School/,Mission Viejo,False,True,False,False,0.9,0.8,0.9,9.0,Above Average,False,False,True,33.6293366,-117.65834278516931
Castille Elementary School,"24042 Vía La Coruna, Mission Viejo, CA, 92691",9,8.0,10.0,10.0,"['Elementary school', 'Public district']",5.0,https://www.greatschools.org/california/mission-viejo/3645-Castille-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3645-Castille-Elementary-School/,Mission Viejo,False,True,False,False,1.0,0.8,1.0,9.0,Above Average,False,False,True,33.6016899,-117.6586616
Carl Hankey Elementary School,"27252 Nubles, Mission Viejo, CA, 92692",8,10.0,8.0,6.0,"['Elementary school', 'Public district']",4.2,https://www.greatschools.org/california/mission-viejo/3653-Carl-Hankey-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3653-Carl-Hankey-Elementary-School/,Mission Viejo,False,True,False,False,0.8,1.0,0.6,8.0,Above Average,False,False,True,33.6205683,-117.68335605506746
Philip J. Reilly Elementary,"24171 Pavion, Mission Viejo, CA, 92692",8,7.0,10.0,9.0,"['Elementary school', 'Public district']",4.8,https://www.greatschools.org/california/mission-viejo/3665-Philip-J.-Reilly-Elementary/reviews/,https://www.greatschools.org/california/mission-viejo/3665-Philip-J.-Reilly-Elementary/,Mission Viejo,False,True,False,False,1.0,0.7,0.9,9.0,Above Average,False,False,True,33.647300372140315,-117.65694759029154
Del Cerro Elementary School,"24382 Regina Street, Mission Viejo, CA, 92691",8,8.0,9.0,7.0,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/mission-viejo/3983-Del-Cerro-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3983-Del-Cerro-Elementary-School/,Mission Viejo,False,True,False,False,0.9,0.8,0.7,8.0,Above Average,False,False,True,33.6144754,-117.65800017967668
De Portola Elementary School,"27031 Preciados Drive, Mission Viejo, CA, 92691",8,6.0,9.0,9.0,"['Elementary school', 'Public district']",3.3,https://www.greatschools.org/california/mission-viejo/3985-De-Portola-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3985-De-Portola-Elementary-School/,Mission Viejo,False,True,False,False,0.9,0.6,0.9,8.0,Above Average,False,False,True,,
Montevideo Elementary School,"24071 Carrillo, Mission Viejo, CA, 92691",7,6.0,8.0,6.0,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/mission-viejo/4000-Montevideo-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/4000-Montevideo-Elementary-School/,Mission Viejo,False,True,False,False,0.8,0.6,0.6,7.0,Above Average,False,False,True,33.569833200000005,-117.65524450833333
Mira Monte High (Alternative) School,"25632 Peter A Hartman Way, Mission Viejo, CA, 92691",6,4.0,7.0,5.0,"['Elementary school', 'Middle school', 'High school', 'Public district']",,,https://www.greatschools.org/california/mission-viejo/11028-Mira-Monte-High-Alternative-School/,Mission Viejo,False,True,True,True,0.7,0.4,0.5,6.0,Average,False,False,True,33.595619549999995,-117.6661994543777
Glen Yermo Elementary School,"26400 Trabuco Road, Mission Viejo, CA, 92691",6,5.0,6.0,7.0,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/mission-viejo/3989-Glen-Yermo-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3989-Glen-Yermo-Elementary-School/,Mission Viejo,False,True,False,False,0.6,0.5,0.7,6.0,Average,False,False,True,,
Linda Vista Elementary School,"25222 Pericia Drive, Mission Viejo, CA, 92691",6,7.0,6.0,3.0,"['Elementary school', 'Public district']",4.6,https://www.greatschools.org/california/mission-viejo/3995-Linda-Vista-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3995-Linda-Vista-Elementary-School/,Mission Viejo,False,True,False,False,0.6,0.7,0.3,6.0,Average,False,False,True,33.6109952,-117.6679384
Viejo Elementary School,"26782 Via Grande, Mission Viejo, CA, 92691",5,5.0,6.0,4.0,"['Elementary school', 'Public district']",3.6,https://www.greatschools.org/california/mission-viejo/3670-Viejo-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3670-Viejo-Elementary-School/,Mission Viejo,False,True,False,False,0.6,0.5,0.4,6.0,Average,False,False,True,33.591189099999994,-117.66070786188106
Del Lago Elementary School,"27181 Entidad, Mission Viejo, CA, 92691",5,4.0,6.0,4.0,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/mission-viejo/3984-Del-Lago-Elementary-School/reviews/,https://www.greatschools.org/california/mission-viejo/3984-Del-Lago-Elementary-School/,Mission Viejo,False,True,False,False,0.6,0.4,0.4,5.0,Average,False,False,True,33.60647295,-117.6525455320248
Appletree Montessori,"25542 Jeronimo Road, Mission Viejo, CA, 92691",5,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/20523-Appletree-Montessori/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.573701400000004,-117.66497938411841
Kindercare Learning Center,"26912 Estanciero Drive, Mission Viejo, CA, 92691",5,,,,"['Pre-K', 'Elementary school', 'Private']",3.0,,https://www.greatschools.org/california/mission-viejo/20528-Kindercare-Learning-Center/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.6292091,-117.66878106158536
Crown Valley Montessori Academy,"27500 Marguerite Pkwy # 6, Mission Viejo, CA, 92692",5,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/20529-Crown-Valley-Montessori-Academy/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,,
Community Presbyterian Pre-School,"32202 Del Obispo St, Mission Viejo, CA, 92675",5,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/22507-Community-Presbyterian-Pre-School/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.6272833,-117.6352512420172
Nobis,"22900 Los Alisos Bl, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/24418-Nobis/,Mission Viejo,False,True,False,False,,,,,Data Not Available,True,False,False,33.610674149999994,-117.69111363976901
Saddleback Christian Academy,"26861 Trabuco Rd Ste E, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/24464-Saddleback-Christian-Academy/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,,
The Master's Academy,"23052 Alicia Parkway, Mission Viejo, CA, 92692",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/24553-The-Masters-Academy/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.64406115,-117.65260571062701
La Tierra Early Childhood Center,"24150 Lindley Street, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'High school', 'Public district']",5.0,,https://www.greatschools.org/california/mission-viejo/25374-La-Tierra-Early-Childhood-Center/,Mission Viejo,False,True,True,True,,,,,Data Not Available,False,False,True,33.573701400000004,-117.66497938411841
Oak Hill Academy of Learning,"27362 Via Amistoso, Mission Viejo, CA, 92692",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/26112-Oak-Hill-Academy-Of-Learning/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.629749,-117.663976
Village Montessori Center,"22900 Los Alisos Boulevard, Mission Viejo, CA, 92691",5,,,,"['Pre-K', 'Elementary school', 'Private']",5.0,,https://www.greatschools.org/california/mission-viejo/28187-Village-Montessori-Center/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.629749,-117.663976
Viejo Ymca,"26782 Via Grande, Mission Viejo, CA, 92691",5,,,,"['Pre-K', 'Elementary school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/29182-Viejo-Ymca/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.62066794221064,-117.68370324384784
Sunflower Montessori School,"28251 Marguerite Parkway, Mission Viejo, CA, 92692",5,,,,"['Pre-K', 'Elementary school', 'Private']",5.0,,https://www.greatschools.org/california/mission-viejo/29370-Sunflower-Montessori-School/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.60498015,-117.66911034647498
Mission Viejo Christian School,"24701 San Doval Lane, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'Private']",5.0,https://www.greatschools.org/california/mission-viejo/10283-Mission-Viejo-Christian-School/reviews/,https://www.greatschools.org/california/mission-viejo/10283-Mission-Viejo-Christian-School/,Mission Viejo,False,True,True,False,,,,,Data Not Available,True,False,False,33.6272833,-117.6352512420172
Stratford School,"24741 Chrisanta Drive, Mission Viejo, CA, 92691",5,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.1,https://www.greatschools.org/california/mission-viejo/10757-Stratford-School/reviews/,https://www.greatschools.org/california/mission-viejo/10757-Carden-Academy-Mission-Viejo/,Mission Viejo,True,True,True,False,,,,,Data Not Available,True,False,False,33.6206044,-117.67582652039832
Agape Academy,"27436 Sereno, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/11346-Agape-Academy/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.61441265,-117.63422300909318
"Master's Academy, The","23052 Alicia Parkway, Mission Viejo, CA, 92692",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/12949-Masters-Academy-The/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.622935749999996,-117.67837577085625
Carden Children's Academy,"22900 Los Alisos Boulevard, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/12959-Carden-Childrens-Academy/,Mission Viejo,False,True,False,False,,,,,Data Not Available,True,False,False,33.61999975,-117.65581529875355
Mission Viejo Montessori School,"23581 Madero, Mission Viejo, CA, 92691",5,,,,"['Pre-K', 'Elementary school', 'Private']",4.5,https://www.greatschools.org/california/mission-viejo/12960-Mission-Viejo-Montessori-School/reviews/,https://www.greatschools.org/california/mission-viejo/12960-Mission-Viejo-Montessori-School/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.6033724,-117.6738539
Learning Experience Eec,"23421 Madero, Mission Viejo, CA, 92691",5,,,,"['Pre-K', 'Elementary school', 'Private']",5.0,,https://www.greatschools.org/california/mission-viejo/13183-Learning-Experience-Eec/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.5522006,-117.6715856
Adult Education,"25598 Peter A. Hartman Way, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'High school', 'Public district']",,,https://www.greatschools.org/california/mission-viejo/14301-Adult-Education/,Mission Viejo,False,True,True,True,,,,,Data Not Available,False,False,True,33.60693845,-117.65636204442308
Sonrisa School,"26502 Pepita Drive, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",4.4,https://www.greatschools.org/california/mission-viejo/16299-Sonrisa-School/reviews/,https://www.greatschools.org/california/mission-viejo/16299-Sonrisa-School/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.6093478,-117.67672876304758
Tutor Time Mission Viejo,"28721 Los Alisos Boulevard, Mission Viejo, CA, 92692",5,,,,"['Elementary school', 'Private']",5.0,,https://www.greatschools.org/california/mission-viejo/16313-Tutor-Time-Mission-Viejo/,Mission Viejo,False,True,False,False,,,,,Data Not Available,True,False,False,33.62140015,-117.68397024298756
Agape Academy,"23632 Vía Calzada, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/30555-Agape-Academy/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.5947184,-117.66742341143932
Robin Hood Montessori School,"27500 Marguerite Parkway, Mission Viejo, CA, 92692",5,,,,"['Pre-K', 'Elementary school', 'Private']",4.0,,https://www.greatschools.org/california/mission-viejo/30743-Robin-Hood-Montessori-School/,Mission Viejo,True,True,False,False,,,,,Data Not Available,True,False,False,33.5988879,-117.65128095173549
K12,"25631 Peter A Hartman Way, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/31393-K12/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.63978685234899,-117.65523110738255
Marguerite Christian School ( Dba) (Also Know As Mission Veijo Christian School,"26558 Marguerite Parkway, Mission Viejo, CA, 92692",5,,,,"['Elementary school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/31397-Marguerite-Christian-School--Dba-Also-Know-As-Mission-Veijo-Christian-School/,Mission Viejo,False,True,False,False,,,,,Data Not Available,True,False,False,33.580437200000006,-117.64853494704302
Fusion Academy - Mission Viejo,"23456 Madero, Mission Viejo, CA, 92691",5,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/32999-Fusion-Academy---Mission-Viejo/,Mission Viejo,False,True,True,True,,,,,Data Not Available,True,False,False,33.621151,-117.66722665427076
Heritage Christian School-Lower,"22081 Hidalgo, Mission Viejo, CA, 92691",5,,,,"['Pre-K', 'Elementary school', 'Middle school', 'High school', 'Private']",,,https://www.greatschools.org/california/mission-viejo/33031-Heritage-Christian-School-Lower/,Mission Viejo,True,True,True,True,,,,,Data Not Available,True,False,False,33.620242000000005,-117.68116179646418
